agent_id,archetype_id,age,sex,race,marital_status,education,income,housing
2514,540,30,Female,Asian,Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
2515,720,36,Female,White,"Now married, except separated",Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
2516,373,36,Male,White and Black or African American and Middle Eastern,Divorced or separated,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
2517,313,3,Female,White,"Now married, except separated",Some college or associate's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
2518,829,12,Female,Asian,"Now married, except separated",Graduate or professional degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
2519,413,0,Female,White,Divorced or separated,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
2520,513,7,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
2521,843,74,Female,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2522,161,47,Male,White,Never married,Some college or associate's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2523,881,34,Female,White and Black or African American and Pacific Islander,Never married,Some college or associate's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2524,801,25,Male,Asian,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
2525,629,13,Male,White,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
2526,553,74,Female,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
2527,172,10,Male,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
2528,895,49,Female,Asian,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
2529,413,0,Female,White,Divorced or separated,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
2530,873,26,Male,Asian,"Now married, except separated",High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in renter-occupied housing units
2531,478,0,Male,White,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
2532,444,1,Male,Black or African American and Pacific Islander and Native American,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
2533,907,12,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
2534,382,70,Male,Asian,Widowed,Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
2535,847,11,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
2536,732,30,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
2537,853,74,Male,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
2538,430,22,Male,White,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
2539,111,38,Male,Native American and White,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2540,634,47,Female,Asian and Black or African American and Native American,Widowed,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
2541,883,26,Female,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
2542,101,0,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
2543,755,51,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Less than high school graduate,"$50,000 to $64,999",Householder lived in owner-occupied housing units
2544,316,3,Female,Asian,Widowed,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
2545,208,0,Female,Middle Eastern and Black or African American,Widowed,High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
2546,17,66,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
2547,702,71,Male,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
2548,483,49,Male,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2549,831,22,Female,Asian and Native American and Pacific Islander,Never married,Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
2550,319,46,Male,Black or African American,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
2551,152,72,Male,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
2552,663,19,Male,White,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2553,483,50,Male,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
2554,445,25,Female,White,"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
2555,29,36,Male,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
2556,535,41,Male,Middle Eastern and White,Never married,Graduate or professional degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
2557,227,47,Female,White,"Now married, except separated",Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
2558,980,34,Male,White,"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
2559,173,51,Female,White,Divorced or separated,Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
2560,44,39,Male,White,Divorced or separated,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
2561,933,65,Male,Asian,Never married,Less than high school graduate,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
2562,528,46,Male,Hispanic or Latino and Pacific Islander and Asian,"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
2563,207,70,Female,Asian,"Now married, except separated",Graduate or professional degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
2564,859,46,Male,White,"Now married, except separated",High school graduate (includes equivalency),"$50,000 to $64,999",Householder lived in renter-occupied housing units
2565,459,12,Male,Asian,"Now married, except separated",Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
2566,811,41,Female,White,Divorced or separated,Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
2567,746,31,Male,Hispanic or Latino and White and Black or African American,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
2568,64,27,Female,White,Never married,High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
2569,764,0,Male,White,"Now married, except separated",Less than high school graduate,"$15,000 to $24,999",Householder lived in owner-occupied housing units
